D_N_M_Emission,D_N_M_Row_Checksum,Do_N_M_Modifiedon,Name,Scope,Emissions_Source,Activity_type,Calculation_date,Transaction_date,Consumption_start_date,Consumption_end_date,Country_Region,Organizational_unit,Facility,Source,Latitude,Longitude,CH4,CH4_unit,CO2,CO2_unit,N2O,N2O_unit,CO2E,CO2E_unit,Ismarketbased,Isbiogenic,Emission_factor,Factor_mapping,Adjusted_activity_quantity,Adjusted_activity_quantity_unit,Origin_correlation_ID,Industry
965c2874-e117-ef11-840a-6045bdaf1fd6,Qo+19frM+4F6BjMx35e+sBQAnvEryP6Hj7RqGjwfTKbVcaOMpTIHeb0vu1IQ6O9T0Tu65DqJRZLr/KHLPzfNMw==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-12-2022,01-01-2023,31-01-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,8500,kg,340,kg,20808,g,219040.784,kg,No,No,Landfilled,Landfilled,136,tonnes,b4f80ef65849d6e3d41e5145531a4145,Retail
3c080c76-e117-ef11-840a-002248d4d4f0,q3JCNCMctMHv1F1gZuBsm6DEBvuKnkV9M+dIYf+pzFlFP7zW3siIS53g3od3i8ewgcvfgA8pwS8b6lSaKvrYlw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,16-12-2021,01-01-2022,31-01-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,38.7,kg,322.5,kg,25.8,kg,8978.4,kg,No,No,Composted,Composted,129,tonnes,9c24d5e147c657e290aae94075277160,Retail
57080c76-e117-ef11-840a-002248d4d4f0,44aaJ6wojfVfp2FufW/eocPNKz6pQEzgGSI0LeL14caX/v65njkMWLR/lJYuazHEQef7iMNQ4DujL9DG3cBtNA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-02-2022,01-03-2022,31-03-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1187.5,kg,47.5,kg,2907,g,30601.286,kg,No,No,Landfilled,Landfilled,19,tonnes,c1656f2e4bcd7454fb4229d83cb4af46,Retail
f64a6f73-e117-ef11-840a-002248d4f085,WZrtA7kLC7ERlo6qIApWD+cdc4lZ+wys1TrG11jxa7WqAPZlwIT5o+W+18uVqlYELjsHpOWGkBN7W7n3wYgo+A==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-01-2023,01-02-2023,28-02-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1125,kg,45,kg,2754,g,28990.692,kg,No,No,Landfilled,Landfilled,18,tonnes,32059df17991c0eb5b7302b4f4910866,Retail
ca020277-e117-ef11-840a-6045bde848a8,Hf3aEK1tBA+5AfxLe4H9JELrGIJ2JORdHiRIiQ5t4MyQoMo/kYn8enUI32oEvdgE9SLgWOPNyjeXQ82uk/ZwDA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,3875,kg,155,kg,9486,g,99856.828,kg,No,No,Landfilled,Landfilled,62,tonnes,c191f9ad57e2d859e10cd12fe7603bb7,Retail
da020277-e117-ef11-840a-6045bde848a8,yokej8fd2Eh2qv84jGgiPootjc0U2NnDdg6H97sL47UQYdhvr+nx08bgN8o5X/qN3iSGmONGkDUcxOr8giHxlQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-09-2023,01-10-2023,31-10-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,34.8,kg,290,kg,23.2,kg,8073.6,kg,No,No,Composted,Composted,116,tonnes,ae7d09b666a3abd8c4ab1712a12502ff,Retail
5d404278-e117-ef11-840a-6045bde823ec,81T+O1KbRm/IJypmdFroALZcsTLKYNl+aBnt3zYLxtfybGID/ZpNQ9gs0LGCgVFc9N/NhzfiNqKS7rNJkRFrpA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-01-2024,01-02-2024,29-02-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,8250,kg,330,kg,20196,g,212598.408,kg,No,No,Landfilled,Landfilled,132,tonnes,a31ba2f1df0579a2877f2760fb69b9f0,Retail
9c872874-e117-ef11-840a-7c1e520f31c6,Rma1BOy8zT4oLbrXhFx/a+PI6f60PJQ7XbJB8fKLdIuljbX3XGbyog3O5pmJiStiFnyRbgur/cqAUOYByAQg7A==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-07-2022,01-08-2022,31-08-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,937f938112d688009a5d9f1ab7a6558f,Retail
77e2bd6f-e117-ef11-840a-002248d4d4f0,g/Iwx8v6MuqONiYd4xpIc8FH21tR/dFT8i/NOzZDaU5M4oZ1Ry8DsNx6E7kQlL7oz9mCyhgX8FxPjjk4pfVNCQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-03-2023,01-04-2023,30-04-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1375,kg,55,kg,3366,g,35433.068,kg,No,No,Landfilled,Landfilled,22,tonnes,cb301ebad898bfbdd00658a8895889cf,Retail
7e1b2977-e117-ef11-840a-7c1e5205d72d,PSGs/jRCkOAvIlhgY0PccY+aBFf2or1u+O5vr15VcZaPQQ5+XtKNdry8WSpjeE2en19HEB7TuaAKMSmyCBceAg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5312.5,kg,212.5,kg,13005,g,136900.49,kg,No,No,Landfilled,Landfilled,85,tonnes,76d2fa8989f75f683ac3c835c34dc318,Retail
c2c3db7a-e117-ef11-840a-6045bdaef7dd,11+zjB+QGeb6qwtPtslT6er2M5Ag0C0NR5ac3ayJjEYRK4TsheFa+jTB4YRE/wEArHZIHvMtTNC6a7nlg+wlfA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-01-2023,01-02-2023,28-02-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1375,kg,55,kg,3366,g,35433.068,kg,No,No,Landfilled,Landfilled,22,tonnes,4de4c0d2cbe129c5e6e660aeec29ffe7,Retail
d4c3db7a-e117-ef11-840a-6045bdaef7dd,X+NH0Bd1e5AIvqRX0kmXhrn7Osi2X6D+IPGj1ABS/e48mE/ioC2vyFjmeN/nShps1Wg+AYV7PZMYtUmILC42mA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-07-2023,01-08-2023,30-08-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,17687.5,kg,707.5,kg,43299,g,455798.102,kg,No,No,Landfilled,Landfilled,283,tonnes,1d1cd55aa5630ab23b970c86dbaf5c1d,Retail
7358047c-e117-ef11-840a-002248d4d4f0,NWvF5lUaIvdfnZW2oXtC61FK6mfLbGmMTbZ1vXdkc5dc1d4aZE7KKbi3oKOhgQ8cL7y/DtsnF6qfEDhflS24KQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-01-2023,01-02-2023,28-02-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,2312.5,kg,92.5,kg,5661,g,59591.978,kg,No,No,Landfilled,Landfilled,37,tonnes,07bf944418abbdbf2df75573cdaf2b38,Retail
969d3b7d-e117-ef11-840a-7c1e5205d72d,zlBLebECYMfGvM9UOauROyd7WK84JyYNLDA3FibkWkHzXc3xJ8Tg50QSgX8hbR4VHnePmnLaFgbPtghv/35JJg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-02-2024,01-03-2024,31-03-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,5062.5,kg,202.5,kg,12393,g,130458.114,kg,No,No,Landfilled,Landfilled,81,tonnes,d196a520fae13e9a554d17efabf2f660,Retail
75e2bd6f-e117-ef11-840a-002248d4d4f0,xiUSWcPxReDaaEj7U/XVyVP5+8rOncJBTpMvjx52PRFsKhIgYsL47h5A+aVGLqxiLLWErC7QS5Q6SwemYaxxiw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-06-2023,01-07-2023,30-07-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5375,kg,215,kg,13158,g,138511.084,kg,No,No,Landfilled,Landfilled,86,tonnes,33d46e4c2271cbd8bf45142a850eb1bf,Retail
8ee2bd6f-e117-ef11-840a-002248d4d4f0,sj/qQi5Tm9QGj1GTokO+p9Wv2bdiwwZg6IbXTO2F0+tD+UQtKrGBcsWxZp6oW1rMVyzd7v7toBHBggqEvz+xkg==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-02-2024,01-03-2024,31-03-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,9625,kg,385,kg,23562,g,248031.476,kg,No,No,Landfilled,Landfilled,154,tonnes,673783ab6f3e8bf7dd039e9292fd8d9d,Retail
9ae2bd6f-e117-ef11-840a-002248d4d4f0,wxemXLEj07i3YDJSX8/GqYtNyZ0X26b7ag8EQPI8CoD72P/zXpNMIVGQ0/vxoCY+iVvHAb/InctsbpknTz9Qhw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-08-2022,01-09-2022,30-09-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,4875,kg,195,kg,11934,g,125626.332,kg,No,No,Landfilled,Landfilled,78,tonnes,0bddbf4b506e62c572e0cca230200aed,Retail
6a1b2977-e117-ef11-840a-7c1e5205d72d,TJPkCod/HbBRre5xIJ2xF0TMgJbdhg0iMaznTAL9AyukBBetfyuEYNa4K8EIZwySi8/MbTU/RWcvnEt/W/l8ZA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-03-2023,01-04-2023,30-04-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,13250,kg,530,kg,32436,g,341445.928,kg,No,No,Landfilled,Landfilled,212,tonnes,c9d351f88776553b928f9f61c077cf82,Retail
721b2977-e117-ef11-840a-7c1e5205d72d,HkL2q80iFctzqGd8UJlzu9eLLetwJ5CtAlXvCkeWK/cC+SdeI9f2qzg/kMtVtgmIKrD5Ilr4Nvy+hH7Ki8tCHA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,15-11-2023,01-12-2023,31-12-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,39,kg,325,kg,26,kg,9048,kg,No,No,Composted,Composted,130,tonnes,3e105c5f59cf76184bf8dc21f3af87ab,Retail
c6020277-e117-ef11-840a-6045bde848a8,HBNjEh18uknp+YIJoqZ+/vE14kXdFUwJZP16ArShDa0T/XarEfO9OiYYoxb2jSI3yRXUKvH/bicj46DT7UOsNQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,13-10-2023,01-11-2023,30-11-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.9,kg,7.5,kg,0.6,kg,208.8,kg,No,No,Composted,Composted,3,tonnes,b39b6573f889d97edbf7c775b70440b6,Retail
c5c3db7a-e117-ef11-840a-6045bdaef7dd,63IRiX7tMFMzSrTomqKJECfdaWk3Uy7teru2xgo0qGCiE65bQmGj0atPyaVxAdhtRUzx0x8QauTYRmUzhL3zKA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-10-2022,01-11-2022,30-11-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,14437.5,kg,577.5,kg,35343,g,372047.214,kg,No,No,Landfilled,Landfilled,231,tonnes,04c61f9d8d63a1654bee77851bc25e13,Retail
6a58047c-e117-ef11-840a-002248d4d4f0,rCNgFPZ4OBif+EjpQMJVJpWOw9GfWwWnMek/Sa0cDP6ykMgLIMz/kpAwQcYFFqhkHC7M7pHu1h3Ab/TN1wr0Sg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,14-02-2023,01-03-2023,31-03-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,10.8,kg,90,kg,7.2,kg,2505.6,kg,No,No,Composted,Composted,36,tonnes,1e8e3a0fab7324736ca4cf72393162dd,Retail
8b58047c-e117-ef11-840a-002248d4d4f0,wBp+Ap7GcZDvrV4dXnMeFO2AEnom5KXmTQKTQPM0tgLisHQhsx1ejoz883cGNUENZqVq5jONmMfManah4SwSsA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-05-2022,01-06-2022,30-06-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,437.5,kg,17.5,kg,1071,g,11274.158,kg,No,No,Landfilled,Landfilled,7,tonnes,51264b263f34298a9841fb699e8a8fb0,Retail
a14a6f73-e117-ef11-840a-002248d4f085,RwjLpXsF77LYhLJW/uBZJiIRb8WVpMb8CFZntYIt3CZu+WuocxpeTaADvLXRCGNsT53ZLHAPErxFRmBlCmVKRw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-11-2022,01-12-2022,31-12-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,14437.5,kg,577.5,kg,35343,g,372047.214,kg,No,No,Landfilled,Landfilled,231,tonnes,367c04f8d9824fb519fb7243a2bd907b,Retail
441b2977-e117-ef11-840a-7c1e5205d72d,mvmGnUGmw7PVRbareE6DYGFqDElByFkc85WylnXAJUOzKG97oouYuxtGE2jR3qcPrdDBMh87xftXSbI2U38Lig==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-02-2022,01-03-2022,31-03-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1437.5,kg,57.5,kg,3519,g,37043.662,kg,No,No,Landfilled,Landfilled,23,tonnes,c793035c23d57ea2492c9580bf49c861,Retail
dc3f4278-e117-ef11-840a-6045bde823ec,ZU+PRPp0eHzctbDRSm+ChykuQCPKuzzX69aUypTQUmvSQ3LwHRtfZns4WcnqFuZJ8Vjcn0v4M8pCFe9fPjTRvA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,09-02-2023,01-03-2023,31-03-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2750,kg,110,kg,6732,g,70866.136,kg,No,No,Landfilled,Landfilled,44,tonnes,9675643e18b2274c978bbf4d34502657,Retail
d24a6f73-e117-ef11-840a-002248d4f085,zniiDopsccLOQO6+pR1BlVwbW2eSNspK9g17/DJeYKxEJ9RAOGPE1iy91pmmUkLXQByWQSNMk5TRzk/beMs67Q==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,17-12-2021,01-01-2022,31-01-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,25.8,kg,215,kg,17.2,kg,5985.6,kg,No,No,Composted,Composted,86,tonnes,4b656539ccc050d8b2e307e971e7257f,Retail
de4a6f73-e117-ef11-840a-002248d4f085,RW7xs4ddS/4xziIZxbHaZ1DaZmc07E8qYJW0mLtYVKHyKq+iNZbFWsJAn3tleaEPr1eNM4xwBFCHICUAe2yopA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-01-2023,01-02-2023,28-02-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,10000,kg,400,kg,24480,g,257695.04,kg,No,No,Landfilled,Landfilled,160,tonnes,759550ad0fa2e86b5384f40925a6ebbe,Retail
5c10c278-e117-ef11-840a-6045bdad28d3,rQ7DqgCoQ61UkRBK8vX2PS4fbHGqEOZpuOFsDVkNb4gDs0ML1Iy0c+2YTvxRVYnZfFvYTMQnILm86/OowxuXHA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-09-2022,01-10-2022,31-10-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1187.5,kg,47.5,kg,2907,g,30601.286,kg,No,No,Landfilled,Landfilled,19,tonnes,280470441fe1671bcc203076224d4b92,Retail
6c58047c-e117-ef11-840a-002248d4d4f0,LM2/jOg/xXa06vk5YsOH2VW/CKw0McffhVhNMbMGkxTswbcF3srQiulT2y+WZYduzi7ZOiQ9fZ7O8hYYdoMAog==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,1.8,kg,15,kg,1.2,kg,417.6,kg,No,No,Composted,Composted,6,tonnes,bc9c0348f624c30f61f720a2b644c754,Retail
905c2874-e117-ef11-840a-6045bdaf1fd6,T47Z1eCI69LcuqIR2zzvvR6Hzqc7CKBnfcZp/PPb2zKbUNiVhhyvGiydTneprmt+iOCJXvp2dDmp4zDXcd5keA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-01-2023,01-02-2023,28-02-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,36.3,kg,302.5,kg,24.2,kg,8421.6,kg,No,No,Composted,Composted,121,tonnes,52e9d1bdbfcbe5c0d19ee8e8550afc3e,Retail
91e2bd6f-e117-ef11-840a-002248d4d4f0,V3SPxfwAkL9OJ9pYjw9uFFINuXolzuXkfbtCytpcxbDRmVq9olyZwzC9fLOiEDS04qewtqFTW8Cx8ISRIT1+Ig==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-08-2023,01-09-2023,30-09-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,562.5,kg,22.5,kg,1377,g,14495.346,kg,No,No,Landfilled,Landfilled,9,tonnes,2960896037c174d844bebbde7260f006,Retail
64eadf74-e117-ef11-840a-6045bdaef7dd,ykUReAVpdgVhtVprBb+SrxjD7QpEtlDgjDKwu3I959nkyF9YYp9DhCofXeWGahYadw8MET0eo1XA8PIrQ9AETg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-08-2022,01-09-2022,30-09-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1375,kg,55,kg,3366,g,35433.068,kg,No,No,Landfilled,Landfilled,22,tonnes,4a16f3a2be7b4206f4e72e054f1d2aa3,Retail
cc3f4278-e117-ef11-840a-6045bde823ec,2f2qNsfhs1VuR0Re+7c1opLvGiJuThPWQFTebdaOKwgyxzSYIE+YFlRUSckJt98ZhS29VtgBg9RnTjvgXk1FmA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-12-2023,01-01-2024,31-01-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,625,kg,25,kg,1530,g,16105.94,kg,No,No,Landfilled,Landfilled,10,tonnes,31c57eae9eb672a119c3ca3bf2508d7a,Retail
f83f4278-e117-ef11-840a-6045bde823ec,Ry88OURdxNq0hlvnl5LAMyWejXADkGOVG3ASMNKlwlgZPEu+VLAirziGykO5vafjhwDix/UOdJTzhGyK2WxDUQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,12-01-2024,01-02-2024,29-02-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,9aaa97e6188d97e124a6b1d6ba99239a,Retail
681b2977-e117-ef11-840a-7c1e5205d72d,IHX5mcPU26uUztU0o+UEq762o7eK9eq0Xog9iSLl6R0zKxffIZMQtCtIAVcL1wF2m1EFqG2JUoFQJEPsiHeIpA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-09-2023,01-10-2023,31-10-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5437.5,kg,217.5,kg,13311,g,140121.678,kg,No,No,Landfilled,Landfilled,87,tonnes,d770f5d0b3676cd03133675174eb25b9,Retail
6210c278-e117-ef11-840a-6045bdad28d3,ckdhLa5+xh9nAb6v3E6rMR29j3rHIy1OWzuUBsqB5EBOsNzToIcQ9D+tEEKQO/8T/kaHzM7aeQyHdOUpkkqDyg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,16-10-2023,01-11-2023,30-11-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,6,kg,50,kg,4,kg,1392,kg,No,No,Composted,Composted,20,tonnes,39f9ace4aaa936b4c9339d0d28886e58,Retail
d6020277-e117-ef11-840a-6045bde848a8,Ea1k8NsjYUNQGdug+x6qdj/WpIRnmtF1prpWhEWnS/daGVS6TUW1opJ3iziyFpdglCoWGmV+yViMneD6Rl6VOg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-08-2023,01-09-2023,30-09-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,10687.5,kg,427.5,kg,26163,g,275411.574,kg,No,No,Landfilled,Landfilled,171,tonnes,9309281cfcced073f02d807d4006db14,Retail
edd6277a-e117-ef11-840a-6045bdaf1fd6,8zTe2eIZh8l8HFP7s9f+Nxy+AmyNOtcHTyD3S2zszhcggg60VS7qjixSjFynVMhEoEIVpX6wHTOFGKbXkPszZw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,15-12-2023,01-01-2024,31-01-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,12.6,kg,105,kg,8.4,kg,2923.2,kg,No,No,Composted,Composted,42,tonnes,5dc2906f357c9688c8166380e519dcc4,Retail
bec42671-e117-ef11-840a-7c1e5205d72d,921PgosCyv/DRCQ7B9MFYWXeZoQ6HtyDgfvvpmiB1dlDjn11Q4hJrDSWwdflUc5pHkRyJwIyWimnkFj/MAG33A==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-09-2023,01-10-2023,31-10-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,3875,kg,155,kg,9486,g,99856.828,kg,No,No,Landfilled,Landfilled,62,tonnes,a14280eb022de4a05392e0d66807f187,Retail
65eadf74-e117-ef11-840a-6045bdaef7dd,ocVEX2D5Zrs26EWBHtk6PG2Y/oLt/GhIx84sVv9p1co3oeITAKGjKOJ8q7mY4eLaKIW72vczBE1rKQZNzxNu2Q==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,9875,kg,395,kg,24174,g,254473.852,kg,No,No,Landfilled,Landfilled,158,tonnes,bfcf6092cfdd8599a2a5b56ecc467d27,Retail
b9c3db7a-e117-ef11-840a-6045bdaef7dd,W5lQVu3iZuak12BqYNf00Qhbr/yvayp+bRU/blmV4RbBwZ+0tJZ7oKb2oKR58AjvVmnRVnmqG2Dkh1bH7PcLLw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,13-04-2022,01-05-2022,31-05-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,6,kg,50,kg,4,kg,1392,kg,No,No,Composted,Composted,20,tonnes,ea7f623f59c442403dc1763c7a2a23b0,Retail
d1c3db7a-e117-ef11-840a-6045bdaef7dd,MoYfNwB+yWVwQGh9hJRU+bIOKD5inDy9MPYMv/gZgmhrns1a/1dU9aNljHDkXRwSy0DW/SW6gYiufCAPEoAlJA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-09-2023,01-10-2023,31-10-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2187.5,kg,87.5,kg,5355,g,56370.79,kg,No,No,Landfilled,Landfilled,35,tonnes,d917b3ddc923ff9761d186d294344fdc,Retail
e0c3db7a-e117-ef11-840a-6045bdaef7dd,wZtG5GXRQIHby3deFaL8bnJkDJ3JeT9GIcKHBRVJZIizbdytqHXv/Rnr/qAomgMau8EIB7V19nK1EssutVTPJQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,13-10-2022,01-11-2022,30-11-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,32.1,kg,267.5,kg,21.4,kg,7447.2,kg,No,No,Composted,Composted,107,tonnes,b96cda468c602ace1a0cc8fe6c172285,Retail
4b404278-e117-ef11-840a-6045bde823ec,WfJKacNsT3jVWk2lCw/r0ltMN7/kwP6xme4KNFnpoGTUQGZw9GTh/OAz4G/TURkFhlOipJasUVcCtSHP60CAyQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,10-02-2024,01-03-2024,31-03-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,9562.5,kg,382.5,kg,23409,g,246420.882,kg,No,No,Landfilled,Landfilled,153,tonnes,c4a07211984ab53ccd160fb647de5f3c,Retail
885c2874-e117-ef11-840a-6045bdaf1fd6,97I8coHrHvUBBHEymnqiAgdruUN1Ntw5dKRv5Bi8nTqcoVUC4Ytg4vGi9sDkZGocwKYuMHnejHC0SjE2wA3WLA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,11-02-2024,01-03-2024,31-03-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,1.2,kg,10,kg,0.8,kg,278.4,kg,No,No,Composted,Composted,4,tonnes,07076d2cee95dc7401e255951d857cc5,Retail
b6c42671-e117-ef11-840a-7c1e5205d72d,yNIwtPvPjsPOgwqQliHr16s9qrDybgosgLwy5CsBFKb5UIuSB0HJwBIlUOT4t71yoEWsqWALMwc+zHRGGgZ1OA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-09-2023,01-10-2023,31-10-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,31187.5,kg,1247.5,kg,76347,g,803686.406,kg,No,No,Landfilled,Landfilled,499,tonnes,96f60e06ce5484217b72ce0f469150b5,Retail
bcc42671-e117-ef11-840a-7c1e5205d72d,TaZF1Pokea1g3oCCC4dLUykJyjePM9/suv6t6f9vRApr+2kVuOkSc0J1fZTRwQp/9YemrYQqzVob5z3rBJ8yfw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-12-2023,01-01-2024,31-01-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,8250,kg,330,kg,20196,g,212598.408,kg,No,No,Landfilled,Landfilled,132,tonnes,ed9a85b095a24f1f70faad7098ce7932,Retail
